In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	858622	vo_feng_running_032	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Feng\vo_feng_running_032_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Feng_States\Running\vo_feng_running_032		21947
	1186648	vo_feng_injured_011	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Feng\vo_feng_injured_011_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Feng_States\Injured\vo_feng_injured_011		22788
	2045789	vo_feng_dying_045	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Feng\vo_feng_dying_045_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Feng_States\Dying\vo_feng_dying_045		29839
	3903251	vo_feng_hurt_light_052	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Feng\vo_feng_hurt_light_052_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\Grunts\Hurt_Light\Feng_Hurt_Light\vo_feng_hurt_light_052		7079
	9887422	vo_feng_hurt_hard_014	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Feng\vo_feng_hurt_hard_014_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Feng_States\Dying_Nurse\vo_feng_hurt_hard_014		10244
	9932966	vo_feng_normal_041	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Feng\vo_feng_normal_041_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Feng_States\Normal\vo_feng_normal_041		9319
	13060329	vo_feng_healing_010	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Feng\vo_feng_healing_010_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Feng_States\Healing\vo_feng_healing_010		5081
	16358316	vo_feng_running_033	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Feng\vo_feng_running_033_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Feng_States\Running\vo_feng_running_033		14695
	17704560	vo_feng_injured_113	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Feng\vo_feng_injured_113_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Feng_States\Injured\vo_feng_injured_113		9648
	19832010	vo_feng_healing_012	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Feng\vo_feng_healing_012_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Feng_States\Healing\vo_feng_healing_012		5872
