In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	931051	vo_survivor_male_06_captured_07	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Survivor_Male_06\vo_survivor_male_06_captured_07_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Survivor_Male_06_States\Captured\vo_survivor_male_06_captured_07		56391
	2684703	vo_survivor_male_06_injured_49	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Survivor_Male_06\vo_survivor_male_06_injured_49_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Survivor_Male_06_States\Injured\vo_survivor_male_06_injured_49		7382
	3180568	vo_survivor_male_06_dying_73	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Survivor_Male_06\vo_survivor_male_06_dying_73_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Survivor_Male_06_States\Dying\vo_survivor_male_06_dying_73		10440
	3293025	vo_survivor_male_06_scream_long_06	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Survivor_Male_06\vo_survivor_male_06_scream_long_06_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\Grunts\Scream_Long\Survivor_Male_06_Scream_Long\New Blend Container_05\vo_survivor_male_06_scream_long_06		38553
	8185430	vo_survivor_male_06_dead_45	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Survivor_Male_06\vo_survivor_male_06_dead_45_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Survivor_Male_06_States\Dead\vo_survivor_male_06_dead_45		8217
	9129450	vo_survivor_male_06_dying_nurse_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Survivor_Male_06\vo_survivor_male_06_dying_nurse_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Survivor_Male_06_States\Dying_Nurse\vo_survivor_male_06_dying_nurse_02		13808
	9893754	vo_survivor_male_06_dying_67	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Survivor_Male_06\vo_survivor_male_06_dying_67_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Survivor_Male_06_States\Dying\vo_survivor_male_06_dying_67		15662
	10716303	vo_survivor_male_06_dying_nurse_36	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Survivor_Male_06\vo_survivor_male_06_dying_nurse_36_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Survivor_Male_06_States\Dying_Nurse\vo_survivor_male_06_dying_nurse_36		7560
	14058317	vo_survivor_male_06_injured_03	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Survivor_Male_06\vo_survivor_male_06_injured_03_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Survivor_Male_06_States\Injured\vo_survivor_male_06_injured_03		5588
	15413257	vo_survivor_male_06_hooked_22	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Survivor_Male_06\vo_survivor_male_06_hooked_22_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Survivor\States\Survivor_States\Survivor_Male_06_States\Hooked\vo_survivor_male_06_hooked_22		8096
