In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	32250365	sfx_killer_banshee_normal_breath_3	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killers\VO\sfx_killer_banshee_normal_breath_3_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\States\Killer_States\Banshee_States\Normal\sfx_killer_banshee_normal_breath_3		14528
	236093711	sfx_killer_banshee_normal_breath_1	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killers\VO\sfx_killer_banshee_normal_breath_1_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\States\Killer_States\Banshee_States\Normal\sfx_killer_banshee_normal_breath_1		4330
	263676253	sfx_killer_banshee_normal_breath_9	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killers\VO\sfx_killer_banshee_normal_breath_9_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\States\Killer_States\Banshee_States\Normal\sfx_killer_banshee_normal_breath_9		14789
	281115449	sfx_killer_banshee_normal_breath_5	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killers\VO\sfx_killer_banshee_normal_breath_5_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\States\Killer_States\Banshee_States\Normal\sfx_killer_banshee_normal_breath_5		6295
	458767034	sfx_killer_banshee_normal_breath_10	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killers\VO\sfx_killer_banshee_normal_breath_10_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\States\Killer_States\Banshee_States\Normal\sfx_killer_banshee_normal_breath_10		5818
	491554413	sfx_killer_banshee_normal_breath_8	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killers\VO\sfx_killer_banshee_normal_breath_8_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\States\Killer_States\Banshee_States\Normal\sfx_killer_banshee_normal_breath_8		3965
	761598392	sfx_killer_banshee_normal_breath_2	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killers\VO\sfx_killer_banshee_normal_breath_2_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\States\Killer_States\Banshee_States\Normal\sfx_killer_banshee_normal_breath_2		8037
	816925654	sfx_killer_banshee_normal_breath_7	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killers\VO\sfx_killer_banshee_normal_breath_7_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\States\Killer_States\Banshee_States\Normal\sfx_killer_banshee_normal_breath_7		8067
	858490653	sfx_killer_banshee_normal_breath_4	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killers\VO\sfx_killer_banshee_normal_breath_4_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\States\Killer_States\Banshee_States\Normal\sfx_killer_banshee_normal_breath_4		7215
	1044781979	sfx_killer_banshee_normal_breath_6	Z:\fpoirier_dbd_Wwise\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killers\VO\sfx_killer_banshee_normal_breath_6_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\States\Killer_States\Banshee_States\Normal\sfx_killer_banshee_normal_breath_6		5922

