In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	9370587	sfx_phantomtrap_mud_hit_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Weapons\PhantomTrap\sfx_phantomtrap_mud_hit_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\PhantomTrap\PhantomTrap_Disappear\PhantomTrap_Mud\sfx_phantomtrap_mud_hit_02		19797
	16379612	sfx_killer_witch_lick_blood_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Witch\sfx_killer_witch_lick_blood_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Custom\Witch_Lick\Witch_Lick_Blood\sfx_killer_witch_lick_blood_02		7804
	50535140	sfx_phantomtrap_dig_dirt_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Weapons\PhantomTrap\sfx_phantomtrap_dig_dirt_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\PhantomTrap\PhantomTrap_Appear\PhantomTrap_Dig_Dirt\sfx_phantomtrap_dig_dirt_02		9589
	61077748	sfx_phantomtrap_appear_01	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Weapons\PhantomTrap\sfx_phantomtrap_appear_01_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\PhantomTrap\PhantomTrap_Appear\sfx_phantomtrap_appear_01		22966
	96706066	sfx_phantomtrap_destroy_01	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Weapons\PhantomTrap\sfx_phantomtrap_destroy_01_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\PhantomTrap\PhantomTrap_Destroy\sfx_phantomtrap_destroy_01		19190
	103108886	vo_killer_witch_grunt_hurt_03	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Witch\vo_killer_witch_grunt_hurt_03_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Custom\Witch_Attack_Kill\Grunt_Hurt_Witch\vo_killer_witch_grunt_hurt_03		12127
	138612173	vo_killer_witch_eat_scream_05	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Witch\vo_killer_witch_eat_scream_05_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Custom\Witch_Eat\Witch_Eat_Scream\vo_killer_witch_eat_scream_05		22328
	144380923	sfx_phantomtrap_rush_01	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Weapons\PhantomTrap\sfx_phantomtrap_rush_01_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\PhantomTrap\PhantomTrap_Appear\PhantomTrap_Rush\sfx_phantomtrap_rush_01		9820
	156601054	vo_killer_witch_grunt_hurt_add_04	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Witch\vo_killer_witch_grunt_hurt_add_04_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Grunt_Hurt\Grunt_Hurt_Witch\Grunt_Hurt_Witch_Add\vo_killer_witch_grunt_hurt_add_04		26026
	168450745	vo_killer_witch_grunt_hurt_add_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Witch\vo_killer_witch_grunt_hurt_add_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Grunt_Hurt\Grunt_Hurt_Witch\Grunt_Hurt_Witch_Add\vo_killer_witch_grunt_hurt_add_02		18938
	181821846	vo_killer_witch_eat_scream_03	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Witch\vo_killer_witch_eat_scream_03_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Custom\Witch_Eat\Witch_Eat_Scream\vo_killer_witch_eat_scream_03		16643
	215813804	vo_killer_witch_phantomtrap_disappear_04	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Witch\vo_killer_witch_phantomtrap_disappear_04_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Custom\Witch_PhantomTrap_Scream_Disappear\Witch_PhantomTrap_Scream_Disappear\vo_killer_witch_phantomtrap_disappear_04		12836
	224504330	sfx_phantomtrap_rush_03	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Weapons\PhantomTrap\sfx_phantomtrap_rush_03_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\PhantomTrap\PhantomTrap_Appear\PhantomTrap_Rush\sfx_phantomtrap_rush_03		10686
	270279990	vo_killer_witch_grunt_hurt_add_01	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Witch\vo_killer_witch_grunt_hurt_add_01_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Grunt_Hurt\Grunt_Hurt_Witch\Grunt_Hurt_Witch_Add\vo_killer_witch_grunt_hurt_add_01		22558
	279187449	sfx_phantomtrap_rush_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Weapons\PhantomTrap\sfx_phantomtrap_rush_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\PhantomTrap\PhantomTrap_Appear\PhantomTrap_Rush\sfx_phantomtrap_rush_02		10544
	291407819	vo_killer_witch_phantomtrap_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Witch\vo_killer_witch_phantomtrap_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Custom\Witch_PhantomTrap_Scream_Appear\Witch_PhantomTrap_Scream\vo_killer_witch_phantomtrap_02		24731
	314785268	vo_killer_witch_grunt_hurt_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Witch\vo_killer_witch_grunt_hurt_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Custom\Witch_Attack_Kill\Grunt_Hurt_Witch\vo_killer_witch_grunt_hurt_02		11924
