Event	ID	Name			Wwise Object Path	Notes
	497781577	AudioEvent_ShockTherapy_Insanity_Tier2_Stop			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Insanity_Tier2_Stop	
	865669549	AudioEvent_ShockTherapy_Radius_Start			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Radius_Start	
	976715518	AudioEvent_ShockTherapy_Attack_Ready			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Attack_Ready	
	1151859295	AudioEvent_ShockTherapy_Charge_Start			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Charge_Start	
	1554404874	AudioEvent_ShockTherapy_Attack			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Attack	
	1771538842	AudioEvent_ShockTherapy_Screen			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Screen	
	1916972352	AudioEvent_ShockTherapy_Doctor_Appears			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Doctor_Appears	
	2270945573	AudioEvent_ShockTherapy_Charge_Stop			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Charge_Stop	
	2501749526	AudioEvent_ShockTherapy_Insanity_Tier3_Start			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Insanity_Tier3_Start	
	2573195084	AudioEvent_ShockTherapy_Insanity_Tier1_Stop			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Insanity_Tier1_Stop	
	2597057559	AudioEvent_ShockTherapy_Explosion			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Explosion	
	2913429743	AudioEvent_ShockTherapy_Radius_Stop			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Radius_Stop	
	3047583681	AudioEvent_ShockTherapy_Radius_IN_Stop			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Radius_IN_Stop	
	3220109856	AudioEvent_ShockTherapy_Insanity_Tier1_Start			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Insanity_Tier1_Start	
	3488811843	AudioEvent_ShockTherapy_Radius_IN_Start			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Radius_IN_Start	
	3660889110	AudioEvent_ShockTherapy_Insanity_Tier3_Stop			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Insanity_Tier3_Stop	
	3989064896	AudioEvent_ShockTherapy_Radius			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Radius	
	4149904238	AudioEvent_ShockTherapy_SnapOfIt			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_SnapOfIt	
	4163125035	AudioEvent_ShockTherapy_Insanity_Tier2_Start			\Default Work Unit\Powers\ShockTherapy\AudioEvent_ShockTherapy_Insanity_Tier2_Start	

State Group	ID	Name			Wwise Object Path	Notes
	4268632856	AudioStateGameplay			\Default Work Unit\AudioStateGameplay	

State	ID	Name	State Group			Notes
	748895195	None	AudioStateGameplay			
	1081280556	Killer	AudioStateGameplay			
	2071473003	Survivor	AudioStateGameplay			

Custom State	ID	Name	State Group	Owner		Notes
	423436113	Survivor	AudioStateGameplay	\Actor-Mixer Hierarchy\Default Work Unit\Powers\ShockTherapy\ShockTherapy_Radius_IN\ShockTherapy_Radius_IN_Killer		
	508867622	Survivor	AudioStateGameplay	\Actor-Mixer Hierarchy\Default Work Unit\Powers\ShockTherapy\ShockTherapy_Attack_Charge\sfx_shocktherapy_attack_charge_04		
	524311546	Killer	AudioStateGameplay	\Actor-Mixer Hierarchy\Default Work Unit\Stingers\Stinger_Doctor_Appears		
	554371945	Killer	AudioStateGameplay	\Actor-Mixer Hierarchy\Default Work Unit\Powers\ShockTherapy\ShockTherapy_Radius_IN		
	773714269	Survivor	AudioStateGameplay	\Actor-Mixer Hierarchy\Default Work Unit\Powers\ShockTherapy\ShockTherapy_Attack_Ready		
	943787797	Killer	AudioStateGameplay	\Actor-Mixer Hierarchy\Default Work Unit\Powers\ShockTherapy\ShockTherapy_Radius_IN\ShockTherapy_Radius_IN_Survivor		

Game Parameter	ID	Name			Wwise Object Path	Notes
	1550605501	AudioRTPC_Addons_ShockTherapy_Radius			\Default Work Unit\AudioRTPC_Addons_ShockTherapy_Radius	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	8263939	vo_killer_doctor_grunt_hurt_04	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killer_Doctor\vo_killer_doctor_grunt_hurt_04_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts\Grunt_Hurt\Grunt_Hurt_Doctor\Grunt_Hurt_Doctor\vo_killer_doctor_grunt_hurt_04		14425
	16276489	sfx_shocktherapy_attack_dirt_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Powers\ShockTherapy\sfx_shocktherapy_attack_dirt_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\ShockTherapy\ShockTherapy_Attack\shocktherapy_attack_dirt\sfx_shocktherapy_attack_dirt_02		103777
	46339371	sfx_shocktherapy_radius_01b	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Powers\ShockTherapy\sfx_shocktherapy_radius_01b_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\ShockTherapy\ShockTherapy_Attack_Charge\sfx_shocktherapy_radius_01b		81572
	53206799	sfx_weapon_stick_clap_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Weapons\Stick\sfx_weapon_stick_clap_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Weapon_Clean\Stick_Clean\Stick_Clap\sfx_weapon_stick_clap_02		2770
	60454658	sfx_shocktherapy_insanity_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Powers\ShockTherapy\sfx_shocktherapy_insanity_02_57FEB5FB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\ShockTherapy\ShockTherapy_Insanity_Tier3\sfx_shocktherapy_insanity_02		132170
	70529656	sfx_stinger_doctor_appears_03	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Stingers\sfx_stinger_doctor_appears_03_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Stingers\Stinger_Doctor_Appears\Stinger_Doctor_Appears\sfx_stinger_doctor_appears_03		83999
	71441171	sfx_shocktherapy_attack_electric_03	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Powers\ShockTherapy\sfx_shocktherapy_attack_electric_03_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\ShockTherapy\ShockTherapy_Explosion\ShockTherapy_Attack_Electric\sfx_shocktherapy_attack_electric_03\sfx_shocktherapy_attack_electric_03		24748
	88671457	sfx_killer_doctor_laugh_01	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killer_Doctor\sfx_killer_doctor_laugh_01_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts_Specific\Doctor_Laugh\Doctor_Laugh\sfx_killer_doctor_laugh_01		34700
	89360596	sfx_killer_doctor_laugh_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killer_Doctor\sfx_killer_doctor_laugh_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts_Specific\Doctor_Laugh\Doctor_Laugh\sfx_killer_doctor_laugh_02		30227
	91696707	sfx_killer_doctor_kill_shock_02	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Characters\Killer_Doctor\sfx_killer_doctor_kill_shock_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Killer\Grunts_Specific\Doctor_Kill_Shock\sfx_killer_doctor_kill_shock_02		84454
	111549777	sfx_theentity_daddyfinger_explosion_01	Z:\DeadByDaylight_Unreal\DeadByDaylight\Content_Raw\Wwise\.cache\Windows\SFX\Objects\TheEntity\sfx_theentity_daddyfinger_explosion_02_5442F26D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Powers\ShockTherapy\ShockTherapy_Explosion\sfx_theentity_daddyfinger_explosion_01\sfx_theentity_daddyfinger_explosion_01		20643
